nome_com,SP1,SP2,SP3,SP4,SP5,SP6,SP7,SP8,SP9,SP10,SP11,SP12,SP13,SP14,SP15,SP16,SP17,SP18,SP19,SP20
INZAGO,0.00000000173,0.00000000173,0.00000000173,0.00000000173,0.0000000018,0.0000000018,0.0000000018,0.0000000018,0.00000000126,0.00000000126,0.00000000126,0.00000000126,0.00000000154,0.00000000154,0.00000000154,0.00000000154,0.00000000175,0.00000000175,0.00000000175,0.00000000175
LACCHIARELLA,0.00000000154,0.00000000154,0.00000000154,0.00000000154,0.00000000186,0.00000000186,0.00000000186,0.00000000186,0.00000000185,0.00000000185,0.00000000185,0.00000000185,0.00000000197,0.00000000197,0.00000000197,0.00000000197,0.00000000197,0.00000000197,0.00000000197,0.00000000197
LAINATE,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,9.61E-10,9.61E-10,9.61E-10,9.61E-10,0.00000000126,0.00000000126,0.00000000126,0.00000000126,0.00000000125,0.00000000125,0.00000000125,0.00000000125
LANDRIANO,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10,7.05E-10
LEGNANO,0.00000000113,0.00000000113,0.00000000113,0.00000000113,0.00000000112,0.00000000112,0.00000000112,0.00000000112,0.00000000101,0.00000000101,0.00000000101,0.00000000101,9.93E-10,9.93E-10,9.93E-10,9.93E-10,0.00000000114,0.00000000114,0.00000000114,0.00000000114
LIMBIATE,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10,6.23E-10
LISCATE,0.00000000167,0.00000000167,0.00000000167,0.00000000167,0.0000000017,0.0000000017,0.0000000017,0.0000000017,0.00000000176,0.00000000176,0.00000000176,0.00000000176,0.00000000179,0.00000000179,0.00000000179,0.00000000179,0.00000000158,0.00000000158,0.00000000158,0.00000000158
LISSONE,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10,9.29E-10
LOCATE DI TRIULZI,0.00000000273,0.00000000273,0.00000000273,0.00000000273,0.00000000271,0.00000000271,0.00000000271,0.00000000271,0.00000000267,0.00000000267,0.00000000267,0.00000000267,0.00000000276,0.00000000276,0.00000000276,0.00000000276,0.00000000265,0.00000000265,0.00000000265,0.00000000265
LODI,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657,0.00000000657
LODI VECCHIO,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483,0.00000000483
LONATE POZZOLO,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127,0.00000000127
MAGENTA,0.00000000601,0.00000000601,0.00000000601,0.00000000601,0.00000000595,0.00000000595,0.00000000595,0.00000000595,0.00000000599,0.00000000599,0.00000000599,0.00000000599,0.00000000614,0.00000000614,0.00000000614,0.00000000614,0.00000000598,0.00000000598,0.00000000598,0.00000000598
MAGNAGO,6.22E-10,6.22E-10,6.22E-10,6.22E-10,8.34E-10,8.34E-10,8.34E-10,8.34E-10,7.83E-10,7.83E-10,7.83E-10,7.83E-10,7.7E-10,7.7E-10,7.7E-10,7.7E-10,6.73E-10,6.73E-10,6.73E-10,6.73E-10
MARCALLO CON CASONE,0.00000000126,0.00000000126,0.00000000126,0.00000000126,0.0000000011,0.0000000011,0.0000000011,0.0000000011,0.00000000109,0.00000000109,0.00000000109,0.00000000109,0.00000000111,0.00000000111,0.00000000111,0.00000000111,0.0000000011,0.0000000011,0.0000000011,0.0000000011
MASATE,0.00000000117,0.00000000117,0.00000000117,0.00000000117,0.00000000125,0.00000000125,0.00000000125,0.00000000125,0.00000000123,0.00000000123,0.00000000123,0.00000000123,0.0000000012,0.0000000012,0.0000000012,0.0000000012,0.00000000121,0.00000000121,0.00000000121,0.00000000121
MEDIGLIA,0.0000000043,0.0000000043,0.0000000043,0.0000000043,0.00000000458,0.00000000458,0.00000000458,0.00000000458,0.00000000443,0.00000000443,0.00000000443,0.00000000443,0.00000000418,0.00000000418,0.00000000418,0.00000000418,0.00000000424,0.00000000424,0.00000000424,0.00000000424
MELEGNANO,0.00000000316,0.00000000316,0.00000000316,0.00000000316,0.00000000333,0.00000000333,0.00000000333,0.00000000333,0.00000000316,0.00000000316,0.00000000316,0.00000000316,0.00000000288,0.00000000288,0.00000000288,0.00000000288,0.00000000278,0.00000000278,0.00000000278,0.00000000278
MELZO,0.00000000458,0.00000000458,0.00000000458,0.00000000458,0.00000000456,0.00000000456,0.00000000456,0.00000000456,0.00000000439,0.00000000439,0.00000000439,0.00000000439,0.00000000468,0.00000000468,0.00000000468,0.00000000468,0.00000000462,0.00000000462,0.00000000462,0.00000000462
MERLINO,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10,8.48E-10
MESERO,4.85E-10,4.85E-10,4.85E-10,4.85E-10,4.85E-10,4.85E-10,4.85E-10,4.85E-10,4.8E-10,4.8E-10,4.8E-10,4.8E-10,4.85E-10,4.85E-10,4.85E-10,4.85E-10,4.85E-10,4.85E-10,4.85E-10,4.85E-10
MILANO,0.0000000108,0.0000000111,0.0000000109,0.0000000107,0.000000011,0.0000000115,0.0000000118,0.0000000111,0.0000000109,0.0000000112,0.0000000113,0.0000000111,0.0000000111,0.0000000114,0.0000000115,0.0000000108,0.0000000108,0.000000011,0.0000000112,0.0000000108
MONTANASO LOMBARDO,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10,6.22E-10
MONZA,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172,0.00000000172
MORIMONDO,9.51E-10,9.51E-10,9.51E-10,9.51E-10,0.00000000109,0.00000000109,0.00000000109,0.00000000109,0.00000000108,0.00000000108,0.00000000108,0.00000000108,0.00000000135,0.00000000135,0.00000000135,0.00000000135,0.00000000114,0.00000000114,0.00000000114,0.00000000114
MUGGIO`,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0.0000000013
MULAZZANO,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396,0.00000000396
NERVIANO,0.0000000023,0.0000000023,0.0000000023,0.0000000023,0.00000000224,0.00000000224,0.00000000224,0.00000000224,0.00000000215,0.00000000215,0.00000000215,0.00000000215,0.00000000211,0.00000000211,0.00000000211,0.00000000211,0.00000000204,0.00000000204,0.00000000204,0.00000000204
NOSATE,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,4E-11,6E-11,6E-11,6E-11,6E-11
NOVA MILANESE,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256,0.00000000256
NOVATE MILANESE,0.00000000301,0.00000000301,0.00000000301,0.00000000301,0.00000000315,0.00000000315,0.00000000315,0.00000000315,0.00000000308,0.00000000308,0.00000000308,0.00000000308,0.00000000303,0.00000000303,0.00000000303,0.00000000303,0.0000000031,0.0000000031,0.0000000031,0.0000000031
NOVIGLIO,0.00000000166,0.00000000166,0.00000000166,0.00000000166,0.00000000166,0.00000000166,0.00000000166,0.00000000166,0.0000000016,0.0000000016,0.0000000016,0.0000000016,0.00000000175,0.00000000175,0.00000000175,0.00000000175,0.00000000176,0.00000000176,0.00000000176,0.00000000176
OPERA,0.0000000044,0.0000000044,0.0000000044,0.0000000044,0.00000000435,0.00000000435,0.00000000435,0.00000000435,0.00000000436,0.00000000436,0.00000000436,0.00000000436,0.00000000451,0.00000000451,0.00000000451,0.00000000451,0.00000000428,0.00000000428,0.00000000428,0.00000000428
ORIGGIO,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.0000000038
ORNAGO,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000219
OSSONA,3.42E-10,3.42E-10,3.42E-10,3.42E-10,3.51E-10,3.51E-10,3.51E-10,3.51E-10,3.33E-10,3.33E-10,3.33E-10,3.33E-10,4.5E-10,4.5E-10,4.5E-10,4.5E-10,4.64E-10,4.64E-10,4.64E-10,4.64E-10
OZZERO,9.43E-10,9.43E-10,9.43E-10,9.43E-10,0.00000000129,0.00000000129,0.00000000129,0.00000000129,0.0000000012,0.0000000012,0.0000000012,0.0000000012,7.93E-10,7.93E-10,7.93E-10,7.93E-10,6.96E-10,6.96E-10,6.96E-10,6.96E-10
PADERNO DUGNANO,0.00000000211,0.00000000211,0.00000000211,0.00000000211,0.00000000484,0.00000000484,0.00000000484,0.00000000484,0.00000000211,0.00000000211,0.00000000211,0.00000000211,0.00000000213,0.00000000213,0.00000000213,0.00000000213,0.00000000205,0.00000000205,0.00000000205,0.00000000205
PANTIGLIATE,0.00000000441,0.00000000441,0.00000000441,0.00000000441,0.0000000046,0.0000000046,0.0000000046,0.0000000046,0.0000000045,0.0000000045,0.0000000045,0.0000000045,0.00000000503,0.00000000503,0.00000000503,0.00000000503,0.00000000524,0.00000000524,0.00000000524,0.00000000524
PARABIAGO,3.69E-10,3.69E-10,3.69E-10,3.69E-10,4.2E-10,4.2E-10,4.2E-10,4.2E-10,2.13E-10,2.13E-10,2.13E-10,2.13E-10,3.07E-10,3.07E-10,3.07E-10,3.07E-10,3.98E-10,3.98E-10,3.98E-10,3.98E-10
PAULLO,0.0000000074,0.0000000074,0.0000000074,0.0000000074,0.00000000736,0.00000000736,0.00000000736,0.00000000736,0.00000000725,0.00000000725,0.00000000725,0.00000000725,0.00000000713,0.00000000713,0.00000000713,0.00000000713,0.00000000719,0.00000000719,0.00000000719,0.00000000719
PERO,0.00000000421,0.00000000421,0.00000000421,0.00000000421,0.00000000397,0.00000000397,0.00000000397,0.00000000397,0.00000000435,0.00000000435,0.00000000435,0.00000000435,0.00000000426,0.00000000426,0.00000000426,0.00000000426,0.00000000452,0.00000000452,0.00000000452,0.00000000452
PESCHIERA BORROMEO,0.00000000309,0.00000000309,0.00000000309,0.00000000309,0.00000000295,0.00000000295,0.00000000295,0.00000000295,0.000000003,0.000000003,0.000000003,0.000000003,0.00000000314,0.00000000314,0.00000000314,0.00000000314,0.0000000033,0.0000000033,0.0000000033,0.0000000033
PESSANO CON BORNAGO,1.19E-11,1.19E-11,1.19E-11,1.19E-11,1.19E-11,1.19E-11,1.19E-11,1.19E-11,8.07E-10,8.07E-10,8.07E-10,8.07E-10,8.31E-10,8.31E-10,8.31E-10,8.31E-10,8.35E-10,8.35E-10,8.35E-10,8.35E-10
PIEVE EMANUELE,0.00000000333,0.00000000333,0.00000000333,0.00000000333,0.00000000365,0.00000000365,0.00000000365,0.00000000365,0.00000000358,0.00000000358,0.00000000358,0.00000000358,0.00000000366,0.00000000366,0.00000000366,0.00000000366,0.00000000363,0.00000000363,0.00000000363,0.00000000363
PIOLTELLO,0.00000000417,0.00000000417,0.00000000417,0.00000000417,0.00000000391,0.00000000391,0.00000000391,0.00000000391,0.00000000374,0.00000000374,0.00000000374,0.00000000374,0.00000000415,0.00000000415,0.00000000415,0.00000000415,0.0000000044,0.0000000044,0.0000000044,0.0000000044
POGLIANO MILANESE,0.00000000109,0.00000000109,0.00000000109,0.00000000109,0.0000000011,0.0000000011,0.0000000011,0.0000000011,0.00000000117,0.00000000117,0.00000000117,0.00000000117,0.00000000136,0.00000000136,0.00000000136,0.00000000136,0.00000000161,0.00000000161,0.00000000161,0.00000000161
POZZO D`ADDA,3.05E-10,3.05E-10,3.05E-10,3.05E-10,3.88E-10,3.88E-10,3.88E-10,3.88E-10,4.06E-10,4.06E-10,4.06E-10,4.06E-10,3.53E-10,3.53E-10,3.53E-10,3.53E-10,3.71E-10,3.71E-10,3.71E-10,3.71E-10
POZZUOLO MARTESANA,0.00000000636,0.00000000636,0.00000000636,0.00000000636,0.00000000884,0.00000000884,0.00000000884,0.00000000884,0.00000000897,0.00000000897,0.00000000897,0.00000000897,0.00000000743,0.00000000743,0.00000000743,0.00000000743,0.00000000638,0.00000000638,0.00000000638,0.00000000638
PREGNANA MILANESE,3.04E-10,3.04E-10,3.04E-10,3.04E-10,3.39E-10,3.39E-10,3.39E-10,3.39E-10,3.52E-10,3.52E-10,3.52E-10,3.52E-10,2.78E-10,2.78E-10,2.78E-10,2.78E-10,1.57E-10,1.57E-10,1.57E-10,1.57E-10
RHO,0.00000000217,0.00000000217,0.00000000217,0.00000000217,0.00000000209,0.00000000209,0.00000000209,0.00000000209,0.00000000205,0.00000000205,0.00000000205,0.00000000205,0.00000000197,0.00000000197,0.00000000197,0.00000000197,0.0000000019,0.0000000019,0.0000000019,0.0000000019
RIVOLTA D`ADDA,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10,5E-10
ROBECCHETTO CON INDUNO,0.00000000208,0.00000000208,0.00000000208,0.00000000208,0.00000000207,0.00000000207,0.00000000207,0.00000000207,0.00000000208,0.00000000208,0.00000000208,0.00000000208,0.00000000209,0.00000000209,0.00000000209,0.00000000209,0.00000000211,0.00000000211,0.00000000211,0.00000000211
ROBECCO SUL NAVIGLIO,4.67E-10,4.67E-10,4.67E-10,4.67E-10,5.39E-10,5.39E-10,5.39E-10,5.39E-10,5.77E-10,5.77E-10,5.77E-10,5.77E-10,6.6E-10,6.6E-10,6.6E-10,6.6E-10,6.08E-10,6.08E-10,6.08E-10,6.08E-10
RODANO,0.0000000179,0.0000000179,0.0000000179,0.0000000179,0.0000000179,0.0000000179,0.0000000179,0.0000000179,0.000000018,0.000000018,0.000000018,0.000000018,0.0000000184,0.0000000184,0.0000000184,0.0000000184,0.0000000181,0.0000000181,0.0000000181,0.0000000181
ROSATE,0.00000000223,0.00000000223,0.00000000223,0.00000000223,0.0000000022,0.0000000022,0.0000000022,0.0000000022,0.00000000222,0.00000000222,0.00000000222,0.00000000222,0.00000000218,0.00000000218,0.00000000218,0.00000000218,0.00000000217,0.00000000217,0.00000000217,0.00000000217
ROZZANO,0.00000000713,0.00000000713,0.00000000713,0.00000000713,0.00000000699,0.00000000699,0.00000000699,0.00000000699,0.000000007,0.000000007,0.000000007,0.000000007,0.00000000704,0.00000000704,0.00000000704,0.00000000704,0.00000000707,0.00000000707,0.00000000707,0.00000000707
SAMARATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN DONATO MILANESE,0.00000000662,0.00000000662,0.00000000662,0.00000000662,0.00000000641,0.00000000641,0.00000000641,0.00000000641,0.00000000642,0.00000000642,0.00000000642,0.00000000642,0.00000000648,0.00000000648,0.00000000648,0.00000000648,0.00000000586,0.00000000586,0.00000000586,0.00000000586
SAN GIORGIO SU LEGNANO,2.87E-10,2.87E-10,2.87E-10,2.87E-10,2.46E-10,2.46E-10,2.46E-10,2.46E-10,2.46E-10,2.46E-10,2.46E-10,2.46E-10,1.8E-10,1.8E-10,1.8E-10,1.8E-10,4.26E-10,4.26E-10,4.26E-10,4.26E-10
SAN GIULIANO MILANESE,0.00000000358,0.00000000358,0.00000000358,0.00000000358,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0.00000000325,0.00000000325,0.00000000325,0.00000000325,0.00000000317,0.00000000317,0.00000000317,0.00000000317,0.00000000311,0.00000000311,0.00000000311,0.00000000311
SAN VITTORE OLONA,0.00000000119,0.00000000119,0.00000000119,0.00000000119,0.00000000167,0.00000000167,0.00000000167,0.00000000167,0.00000000157,0.00000000157,0.00000000157,0.00000000157,0.00000000156,0.00000000156,0.00000000156,0.00000000156,0.00000000138,0.00000000138,0.00000000138,0.00000000138
SAN ZENONE AL LAMBRO,0.00000000139,0.00000000139,0.00000000139,0.00000000139,0.00000000147,0.00000000147,0.00000000147,0.00000000147,0.00000000151,0.00000000151,0.00000000151,0.00000000151,0.00000000142,0.00000000142,0.00000000142,0.00000000142,0.00000000161,0.00000000161,0.00000000161,0.00000000161
SANTO STEFANO TICINO,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10,1.55E-10
SEDRIANO,0.00000000157,0.00000000157,0.00000000157,0.00000000157,0.00000000192,0.00000000192,0.00000000192,0.00000000192,0.00000000168,0.00000000168,0.00000000168,0.00000000168,0.00000000192,0.00000000192,0.00000000192,0.00000000192,0.00000000214,0.00000000214,0.00000000214,0.00000000214
SEGRATE,0.00000000593,0.00000000593,0.00000000593,0.00000000593,0.00000000614,0.00000000614,0.00000000614,0.00000000614,0.00000000618,0.00000000618,0.00000000618,0.00000000618,0.00000000598,0.00000000598,0.00000000598,0.00000000598,0.00000000588,0.00000000588,0.00000000588,0.00000000588
SENAGO,0.00000000193,0.00000000193,0.00000000193,0.00000000193,0.00000000195,0.00000000195,0.00000000195,0.00000000195,0.00000000207,0.00000000207,0.00000000207,0.00000000207,0.0000000021,0.0000000021,0.0000000021,0.0000000021,0.00000000197,0.00000000197,0.00000000197,0.00000000197
SESTO SAN GIOVANNI,0.0000000062,0.0000000062,0.0000000062,0.0000000062,0.00000000614,0.00000000614,0.00000000614,0.00000000614,0.00000000536,0.00000000536,0.00000000536,0.00000000536,0.00000000514,0.00000000514,0.00000000514,0.00000000514,0.00000000521,0.00000000521,0.00000000521,0.00000000521
SETTALA,0.00000000179,0.00000000179,0.00000000179,0.00000000179,0.00000000185,0.00000000185,0.00000000185,0.00000000185,0.00000000191,0.00000000191,0.00000000191,0.00000000191,0.00000000157,0.00000000157,0.00000000157,0.00000000157,0.00000000164,0.00000000164,0.00000000164,0.00000000164
SETTIMO MILANESE,0.00000000219,0.00000000219,0.00000000219,0.00000000219,0.00000000206,0.00000000206,0.00000000206,0.00000000206,0.00000000186,0.00000000186,0.00000000186,0.00000000186,0.00000000183,0.00000000183,0.00000000183,0.00000000183,0.00000000181,0.00000000181,0.00000000181,0.00000000181
SIZIANO,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362,0.00000000362
SOLARO,9.74E-11,9.74E-11,9.74E-11,9.74E-11,9.74E-11,9.74E-11,9.74E-11,9.74E-11,9.74E-11,9.74E-11,9.74E-11,9.74E-11,7.79E-11,7.79E-11,7.79E-11,7.79E-11,7.79E-11,7.79E-11,7.79E-11,7.79E-11
